wafer_id,x,y,hbin,sbin,test_000,test_001,test_002,test_003,test_004,test_005,test_006,test_007,test_008,test_009,test_010,test_011,test_012,test_013,test_014,test_015,test_016,test_017,test_018,test_019
W02,-1,-2,1,1,45.5033,55.8257,57.8695,69.592,68.6092,77.6771,76.0342,84.8921,91.5826,92.6024,49.7842,56.3573,62.9761,65.9579,69.9358,73.2704,84.1409,84.1453,89.1603,94.7216
W02,0,-2,1,1,54.8844,51.5564,55.3183,67.3762,68.6916,77.5763,75.771,87.2842,88.3066,94.1247,52.1199,56.5478,61.3165,59.3071,77.5889,76.9258,77.9339,82.3848,88.2614,100.8123
W02,1,-2,1,1,54.6543,53.9702,63.4554,64.4153,68.9667,73.0383,78.7216,89.1593,94.7911,94.8004,51.6432,61.0688,54.9578,60.3942,69.6882,73.8438,79.1509,84.9787,88.7911,91.5262
W02,2,-2,1,1,52.8455,50.5648,57.4697,66.6549,64.4244,77.7647,76.098,88.5794,87.9041,94.3509,49.4128,54.3373,62.218,68.0967,71.5552,73.4081,73.8324,88.1633,91.5764,95.0907
W02,3,-2,1,1,45.7178,52.386,60.9388,65.3547,71.3182,73.816,81.4964,84.8576,88.7156,91.3697,49.1362,53.0673,66.8389,65.2607,70.9501,81.6796,77.903,82.3297,87.6694,95.2718
W02,4,-2,1,1,50.6305,53.12,66.9482,62.6655,69.005,75.3502,78.7235,82.2673,93.1378,92.6371,51.2257,51.229,55.6859,62.8049,70.7198,72.0772,81.4036,74.6378,88.8531,93.3416
W02,5,-2,2,2,49.0876,55.0916,58.8071,62.9551,67.0689,69.4784,81.0997,89.8665,88.2518,101.2729,46.5917,55.7008,57.85,66.6335,70.5195,76.9536,77.255,83.8443,90.5516,94.525
W02,6,-2,1,1,49.0742,52.3207,58.8167,62.2082,72.457,77.3434,76.4505,89.1202,86.5833,91.5414,55.1814,48.5735,61.4138,62.301,68.1996,74.9599,77.8773,77.1405,95.5388,96.1816
W02,7,-2,1,1,48.1422,60.3924,61.8769,69.7723,70.4405,67.8565,83.1477,80.6887,91.3799,92.5099,49.8017,56.1554,61.4109,65.7553,67.3184,75.6243,83.5244,80.7277,92.2646,92.5344
W02,8,-2,1,1,51.4003,55.5008,57.3195,66.9683,71.2813,70.806,76.1466,90.0282,90.7957,97.1904,50.5699,52.3961,61.4726,71.14,71.9346,74.4502,81.6202,92.627,93.504,97.2242
W02,9,-2,1,1,47.3951,55.9052,56.369,70.1314,75.877,71.304,83.9752,86.557,85.7828,99.9928,51.3144,52.0986,61.8158,62.9202,70.7051,77.5764,78.4367,83.5448,89.9861,93.4495
W02,10,-2,1,1,53.958,56.3145,60.6387,63.6715,70.6481,75.8112,82.7278,82.7707,87.5369,88.9279,45.3114,54.2291,66.0521,67.1194,66.4346,73.299,79.4052,82.9287,90.097,92.4455
W02,11,-2,1,1,50.2619,53.0521,60.5384,66.5867,72.1809,79.494,99.0,84.6373,95.3401,93.9772,50.9087,55.7556,77.0,82.5,72.5112,75.6442,75.8822,82.5525,89.09,95.9744
W02,12,-2,1,1,53.8592,56.008,57.5064,63.5284,68.2644,73.6315,80.4159,87.2252,89.819,94.4106,51.6476,71.5,61.3859,68.3558,69.179,93.5,81.2216,87.7261,96.1305,97.9638
W02,-12,-1,1,1,48.1097,61.5964,58.7864,67.2031,74.7653,76.484,84.8881,82.9926,94.3187,89.6528,46.0248,71.5,60.5733,61.2375,67.1589,74.6745,82.4419,83.7906,87.9059,95.9057
W02,-11,-1,2,2,48.7589,47.0517,58.086,69.155,71.8683,73.0562,80.08,88.1405,92.3643,94.5568,46.9369,51.5338,58.8904,82.5,73.2585,93.5,99.0,81.7444,91.352,93.5873
W02,-10,-1,1,1,49.2056,54.4799,61.6721,66.1903,65.5967,74.0729,78.3949,85.5848,89.9084,91.2516,46.1073,49.5004,58.9362,62.1978,70.0535,77.0317,85.0608,82.7398,87.9891,96.098
W02,-9,-1,2,2,53.4498,52.3732,62.7266,63.8971,65.9705,71.8583,74.1773,84.9583,90.5326,92.9187,46.9239,53.2607,60.2416,64.1784,63.657,76.5749,79.5635,88.4084,90.9045,92.3545
W02,-8,-1,1,1,51.5149,59.0072,61.22,64.0972,73.7382,81.7421,80.6986,87.8169,89.9787,98.0177,47.9561,48.9962,59.5172,66.6507,68.5544,71.8853,78.6704,81.1726,89.8216,97.9853
W02,-7,-1,1,1,44.6014,52.0985,56.4715,68.2919,64.6113,74.7282,78.284,85.5199,95.9693,93.6875,51.0483,54.775,57.6619,65.0198,71.2128,80.5672,80.5419,83.3466,93.647,87.3373
W02,-6,-1,3,3,47.0312,51.0219,57.6687,58.9782,69.1265,73.5221,74.5208,83.5464,94.5092,94.2264,44.0217,54.8788,61.429,61.7164,72.3298,68.4294,80.4899,84.7887,89.1161,99.2819
W02,-5,-1,2,2,50.4322,56.4342,63.1621,62.7284,63.1121,77.0888,81.6479,85.3195,89.3966,98.4418,54.0527,54.1551,68.3446,67.2089,69.7213,76.7555,82.7499,86.1591,88.7405,94.3862
W02,-4,-1,1,1,49.6688,52.4392,57.2122,63.9268,63.3506,72.9137,75.5429,82.191,90.953,96.4106,50.4168,52.5863,57.6514,69.9052,67.2779,77.9339,84.6993,83.6664,89.1223,93.8459
W02,-3,-1,1,1,51.1198,58.9967,60.9765,63.8086,74.6152,72.0893,83.7281,81.1711,93.2426,96.4958,51.8853,50.4114,59.3848,59.3606,70.8986,79.4467,80.0552,86.6193,91.7995,100.8314
W02,-2,-1,2,2,51.4997,53.2318,66.5455,74.2836,68.7889,69.2069,80.278,81.8801,94.6694,95.4008,47.5899,55.1774,60.5289,62.4412,68.7453,76.6233,77.7302,82.6927,88.5014,93.9866
W02,-1,-1,1,1,57.3172,52.1789,59.6263,64.7364,69.2238,75.6112,81.7678,85.4175,88.1109,97.0026,51.6668,53.3304,54.8318,68.2269,71.9763,77.6645,84.5712,85.2381,88.4028,93.1216
W02,0,-1,1,1,52.3107,55.5167,57.5864,67.1045,63.167,72.6992,79.4187,85.166,93.712,89.4138,48.5542,52.845,65.1047,68.0781,71.088,76.1311,73.5769,84.8956,88.6544,97.6227
W02,1,-1,1,1,50.3129,57.7899,60.9151,69.0634,69.2916,79.8579,83.3148,85.8082,87.7167,95.2545,53.4908,53.5034,63.5837,62.959,70.0447,76.9343,80.8029,84.5042,93.7601,95.4754
W02,2,-1,1,1,51.6371,55.8526,56.5893,68.3045,68.7585,73.6529,82.743,85.7567,94.1518,98.1392,51.4149,58.7591,64.3399,68.3301,72.1974,81.0006,77.1855,83.134,91.1517,93.8499
W02,3,-1,1,1,54.3448,55.2361,62.1669,65.394,70.4469,77.8634,79.6168,84.8803,90.493,98.813,48.4001,59.6804,56.4827,63.2999,72.3497,77.1487,86.0288,88.6398,93.4342,99.5967
W02,4,-1,1,1,50.5671,51.4492,61.0799,66.7502,65.7554,70.3821,79.2686,82.5503,88.4343,92.6886,47.3944,56.4485,59.9494,65.7846,67.8008,77.7288,78.0456,85.6875,87.4784,92.6591
W02,5,-1,3,3,51.0905,56.2694,56.0864,69.2262,75.66,69.8786,81.2743,84.2168,88.8931,96.1859,52.3221,53.0144,60.7303,63.8021,70.6064,75.8425,79.3081,86.3901,87.8204,99.0027
W02,6,-1,1,1,52.2326,59.4279,56.4069,62.9921,67.0724,69.2757,76.9026,83.9292,92.4209,88.4503,47.3201,56.6828,61.5261,68.2262,72.6857,72.7671,74.7383,90.8737,93.7509,90.3333
W02,7,-1,1,1,47.9958,55.4558,58.2714,62.3338,73.0239,73.1458,83.1443,85.8455,83.2826,94.8251,48.9248,52.2764,53.3686,70.7941,73.7487,82.9619,80.6915,83.5787,86.5263,94.4231
W02,8,-1,1,1,49.4511,54.1991,57.687,69.438,68.7271,72.3849,76.8855,84.7577,90.8462,95.3936,52.6863,55.1321,63.1408,64.9277,76.647,72.3143,79.7715,83.2875,92.556,98.1722
W02,9,-1,1,1,55.0954,50.5729,59.8649,74.3878,70.243,73.0449,80.4508,83.1063,89.8775,93.016,41.4685,50.272,58.0652,61.2574,66.916,78.3332,79.3855,93.2553,85.9305,96.2239
W02,10,-1,1,1,49.6177,52.8656,64.131,66.1264,74.0651,73.0611,80.0686,79.1474,86.9804,96.2515,45.0778,59.0503,54.7738,61.6609,73.3946,76.9393,79.9154,75.6006,89.6364,100.2088
W02,11,-1,1,1,51.8785,56.0791,61.0345,66.0881,64.8409,76.3006,83.3628,87.9316,95.0211,91.8684,52.8417,58.5673,56.1967,67.8028,74.4534,75.3522,81.0949,104.5,90.0007,100.52
W02,12,-1,1,1,46.7526,57.4356,62.4779,64.0382,65.7401,76.2124,81.5807,87.3294,91.7972,95.0923,44.9641,71.5,77.0,64.3906,88.0,75.0874,83.8648,83.4685,85.6538,90.9164
W02,-12,0,1,1,49.1396,50.7259,61.8772,64.9391,70.5629,72.4018,84.3006,91.2044,90.6693,100.0793,49.6522,59.5089,61.1362,66.1879,71.8605,76.9054,82.4257,88.4575,90.9269,93.2868
W02,-11,0,2,2,51.6042,71.5,55.9209,67.6322,70.6048,75.1631,72.4333,88.6336,110.0,96.1229,52.2822,54.8566,60.0323,64.5137,71.9035,72.8454,82.8746,84.9141,110.0,115.5
W02,-10,0,1,1,48.0587,53.8884,56.9172,68.1677,67.186,74.6524,80.5617,91.279,90.7501,89.2579,41.9294,56.7709,60.8804,67.8536,75.8474,80.2041,84.1254,86.4527,91.6403,94.8703
W02,-9,0,2,2,51.86,55.3788,60.8009,64.3501,68.8408,80.5765,85.3719,88.9789,89.6697,92.6063,48.4499,51.7792,55.2078,63.8222,71.4106,76.0661,79.8604,83.4176,90.5822,95.1019
W02,-8,0,1,1,49.362,45.6858,61.5246,65.3857,72.5393,79.3783,81.1393,86.2577,89.2074,92.2929,44.617,55.2142,57.078,68.1241,72.2166,76.8395,83.2768,84.6501,91.8773,91.6632
W02,-7,0,1,1,52.0319,51.9681,57.1554,65.2751,68.9357,77.5528,76.8659,85.9682,95.9058,98.6144,49.9661,53.5068,56.6348,65.6941,71.6326,70.4639,81.1786,86.4451,83.2331,96.7093
W02,-6,0,1,1,49.4433,53.8582,58.1598,63.6536,75.3646,71.322,78.7085,84.2529,88.4852,94.1911,49.604,53.4134,56.1032,65.4486,76.6896,77.4403,77.6305,84.8866,86.9402,95.4108
W02,-5,0,1,1,57.3615,59.0328,57.885,68.8107,73.9342,77.4069,80.1904,87.2542,86.277,94.1806,54.6311,50.9853,62.4395,63.7188,70.798,75.9296,77.8475,80.7968,88.1071,87.3723
W02,-4,0,2,2,49.95,58.5697,60.1984,67.2959,69.0808,75.377,82.5801,88.0082,87.6012,96.0983,48.8416,55.3496,58.3723,62.8371,69.5725,70.2833,86.0849,82.0199,90.8468,93.657
W02,-3,0,1,1,55.5456,50.0033,62.9713,69.706,72.2451,76.733,76.0715,87.8099,87.2514,96.636,51.7724,55.136,64.3855,68.5773,68.5501,80.2629,82.8121,87.2965,94.3576,93.5871
W02,-2,0,1,1,48.7412,59.1907,58.9707,68.3976,72.0279,77.0903,79.0415,82.3247,95.3432,95.3023,45.6836,55.0624,61.4449,66.1608,68.9576,71.3957,81.786,78.578,90.015,98.4654
W02,-1,0,1,1,50.1561,51.2718,61.8034,62.8266,69.6491,77.7745,78.5021,87.1552,87.1051,97.1216,49.0496,53.8248,54.2003,68.7258,72.892,75.3212,82.9347,84.3122,91.4571,96.6891
W02,0,0,1,1,49.2593,53.157,55.3692,65.9608,73.0086,79.3405,80.3599,89.0848,91.4719,96.3708,49.7569,56.1581,64.9901,67.5008,72.8064,79.2761,83.4096,88.3484,88.7861,97.9208
W02,1,0,1,1,47.6132,54.8295,57.8365,63.974,70.397,68.4578,78.6802,89.2857,92.4176,98.3776,50.793,56.0377,57.6848,62.0019,69.3134,77.8023,83.7878,77.6532,90.8449,101.6224
W02,2,0,1,1,53.5977,51.9006,57.8954,62.8259,70.22,77.9932,84.7209,81.092,89.5045,94.2993,49.3342,55.8616,55.5651,67.6505,72.3668,75.8142,80.2416,86.6725,91.8763,104.123
W02,3,0,1,1,51.6298,58.3315,52.4038,61.0474,67.488,76.3321,83.5362,83.9649,89.3568,91.1878,50.8008,52.0353,57.9666,59.8604,69.3992,72.2645,80.7161,82.1333,92.8537,93.477
W02,4,0,1,1,49.1039,54.8512,59.8911,61.9596,69.4068,78.7859,86.2592,88.2846,91.16,95.8304,50.0095,58.5418,60.2292,67.4057,68.9924,75.9108,79.1235,84.2408,93.2861,98.5157
W02,5,0,1,1,45.9111,53.0134,56.6628,66.1252,67.666,70.9286,72.9623,85.1724,90.0883,96.9675,50.0049,52.9391,59.3916,66.8713,72.4165,78.6169,75.3714,86.5088,84.6411,95.2846
W02,6,0,1,1,53.7039,56.3108,60.3057,60.5579,71.8576,76.5838,75.2557,88.2802,89.0521,92.6874,53.4261,57.0722,57.3392,62.1002,67.2298,72.6419,79.9125,77.3765,91.2237,94.3553
W02,7,0,2,2,53.8043,55.1472,58.5886,65.5753,65.2901,75.7048,81.1971,85.0684,87.0937,97.2795,48.5641,52.7901,60.1605,61.2818,74.5677,74.6548,79.9446,87.4092,88.4417,93.5875
W02,8,0,2,2,48.7663,51.8473,61.3897,63.0824,70.1032,78.9505,77.0676,87.9507,93.1822,96.1366,43.67,55.1302,62.7802,67.364,76.9389,70.7835,86.4173,84.9889,90.7461,90.017
W02,9,0,3,3,49.2927,55.039,58.8126,63.2549,75.0451,80.9849,76.0221,82.81,91.6095,94.3807,49.5233,52.522,60.5594,63.0397,71.1473,74.1173,73.4524,83.0258,90.9286,95.7948
W02,10,0,1,1,47.9685,60.6679,61.3909,68.9649,71.0069,67.5515,79.768,87.551,85.7017,93.3986,46.3083,59.3721,57.6233,66.3515,70.8391,73.1078,80.0609,84.0864,93.5319,95.1257
W02,11,0,1,1,49.4477,53.9408,77.0,82.5,70.1839,72.8451,84.1105,86.1489,85.2445,91.1259,50.3198,60.6233,58.2274,63.7533,75.4861,75.4294,78.1327,79.6785,94.3649,93.3272
W02,12,0,3,3,48.5234,53.8721,77.0,65.6463,72.9703,73.8383,83.0275,83.6304,86.1745,92.6039,50.3389,54.3018,60.4748,67.4269,67.3581,76.5974,82.5316,88.6669,95.122,96.0883
W02,-12,1,1,1,47.7285,52.1107,58.7663,66.869,74.4243,75.3871,77.4832,78.7823,84.7315,94.0106,49.9163,52.0752,64.5705,65.3751,68.1912,93.5,81.4631,85.9007,89.5809,97.0905
W02,-11,1,1,1,46.6441,54.0159,77.0,65.4046,88.0,78.6542,76.0504,89.2254,91.2057,92.7781,49.5596,52.3839,56.3485,82.5,88.0,70.4174,80.4219,89.8627,93.4243,93.8139
W02,-10,1,1,1,45.8576,53.5338,54.6788,61.6092,72.0831,72.525,80.6734,87.4545,90.1782,95.8084,50.1221,52.343,64.0778,64.169,69.1039,77.4928,80.5181,86.6074,89.6677,93.4043
W02,-9,1,1,1,50.6731,55.2798,55.355,63.6075,71.7236,76.5284,80.9711,85.225,88.4623,96.5614,50.8513,54.5394,59.9142,62.9853,72.5345,75.5388,79.1557,86.7235,97.657,91.1234
W02,-8,1,1,1,47.5389,57.2129,64.2224,71.6065,68.0791,72.7449,82.7575,82.4622,92.3886,97.6142,51.6908,50.7266,62.1051,62.1818,71.1344,74.4101,80.3233,92.5903,88.85,97.7699
W02,-7,1,1,1,49.2426,53.8315,58.8327,68.4726,69.6694,77.4081,79.8614,82.5532,92.6172,96.415,48.2229,55.0443,62.1176,67.6429,75.8796,73.9526,81.6954,85.8958,90.2551,94.8783
W02,-6,1,1,1,53.3299,52.7624,59.0227,61.7933,64.8005,78.4927,82.2575,84.0863,89.8093,93.7762,48.5402,64.2493,60.3102,68.6107,70.9576,78.0817,81.9034,89.368,89.0156,91.0087
W02,-5,1,1,1,51.5759,56.5591,56.2253,61.1361,69.3323,77.215,79.9895,84.6833,91.1105,96.2959,52.1897,57.3469,58.2666,67.124,71.4496,74.6685,74.4181,90.2278,90.7024,93.9945
W02,-4,1,2,2,48.0631,53.6252,60.685,65.2077,72.8061,72.1961,83.2786,89.067,93.4089,90.895,46.9627,56.4134,62.2282,67.7845,67.4953,77.2308,81.078,84.5168,88.8161,93.2458
W02,-3,1,1,1,49.5787,51.9062,63.1891,69.0093,72.0395,75.6642,82.9177,87.8566,90.542,97.4721,49.6445,57.7391,56.0026,55.8272,72.5313,70.948,80.8565,86.6418,86.0524,89.8638
W02,-2,1,1,1,48.5628,57.7902,59.6537,68.3137,66.6326,75.6665,80.4181,84.4005,93.5039,97.9433,48.8051,55.4264,55.584,63.5835,74.5829,76.4988,76.1365,85.1839,88.3951,99.9052
W02,-1,1,1,1,53.2904,56.7334,55.7239,59.8041,72.741,81.2443,74.0741,83.3508,88.3452,92.6885,45.8076,55.467,61.4853,62.5099,67.8105,74.1637,77.3202,82.4596,90.5996,91.6753
W02,0,1,1,1,46.8483,62.9509,63.7397,64.9305,70.0176,73.3361,85.8027,90.6058,93.5476,95.3727,49.8214,60.9838,59.4243,68.7959,73.5302,75.9758,80.3854,85.1058,90.1876,98.2118
W02,1,1,1,1,49.8125,56.0501,60.1573,65.5777,73.1785,80.4501,76.4178,85.0716,92.9625,94.597,54.8596,60.3272,63.1201,62.198,71.3807,73.6404,77.1965,87.2325,86.024,94.0458
W02,2,1,2,2,56.1651,55.7663,62.7376,64.7265,71.1419,79.0453,80.6757,82.5268,91.741,94.6406,47.6173,51.7881,64.0691,62.5721,66.8546,73.8782,78.6643,81.2076,86.0601,95.0961
W02,3,1,2,2,50.7533,51.3976,56.9639,64.8964,68.8654,76.837,79.4764,80.4686,88.9342,99.5812,47.135,53.8093,56.9817,65.844,68.3018,75.3866,77.4984,87.28,91.5593,97.1719
W02,4,1,1,1,48.9795,55.3701,56.9333,63.7723,73.5478,73.2047,79.9606,88.6499,89.1573,98.3623,49.3,54.7037,57.8384,65.9428,71.3328,74.1193,86.1662,83.0319,88.5674,94.005
W02,5,1,1,1,46.3386,55.7752,61.9947,70.2554,71.1462,72.9169,70.9342,88.2711,95.4729,96.4265,50.5261,55.119,61.6547,63.7228,68.6074,74.1796,82.5869,87.5448,86.666,94.2511
W02,6,1,1,1,46.7741,52.9299,57.8599,67.582,68.0975,76.5069,77.3677,84.6765,87.302,98.7965,47.3464,53.3411,57.4238,64.9231,69.7976,74.908,84.4976,87.4259,87.7895,95.3035
W02,7,1,2,2,49.9773,55.6252,56.1251,66.6037,72.9232,68.247,83.9068,85.5146,93.5241,93.3664,49.4996,56.9954,61.028,62.9505,66.7402,76.1362,72.8507,85.1471,91.1437,91.8325
W02,8,1,2,2,53.4165,54.0709,63.677,59.6157,68.1306,71.8299,80.0122,85.7993,91.3921,97.8275,47.3507,56.6155,58.1578,64.2555,72.167,76.113,83.7462,83.8287,88.6319,98.8564
W02,9,1,1,1,43.872,56.4858,64.0427,66.1671,68.0502,79.2295,79.2957,82.7588,91.1065,93.1236,43.1796,53.8185,61.1744,66.3123,71.6547,77.6662,82.4375,80.7437,85.2274,91.0079
W02,10,1,1,1,48.2915,58.8136,62.1185,61.7283,71.8584,80.1629,82.1274,91.4509,86.4307,92.2757,46.779,57.9569,56.1971,62.9334,73.1724,74.3112,73.9762,84.1591,89.4262,98.2645
W02,11,1,1,1,51.7185,54.3871,60.4864,66.8985,66.4113,76.5281,82.791,87.3434,110.0,95.1472,49.6889,54.0563,60.5203,82.5,66.6798,80.3646,72.798,82.5386,85.6088,97.2182
W02,12,1,1,1,46.7144,53.4164,57.2143,61.8873,74.9184,72.0203,81.622,86.3895,89.7344,95.0038,49.0266,55.3558,58.2826,63.7759,69.3895,69.5249,99.0,88.1286,110.0,115.5
W02,-12,2,1,1,66.0,54.2785,64.2251,64.2867,88.0,75.6121,80.7003,82.6017,89.4023,115.5,66.0,55.1919,61.4981,63.2951,71.7987,76.1528,86.0213,87.5875,87.8634,92.6426
W02,-11,2,1,1,47.6504,57.3785,61.5125,64.5153,71.8143,75.1336,99.0,80.6842,91.2868,92.586,49.2139,54.7171,64.1226,67.9295,73.0279,76.8474,76.6777,104.5,93.5472,96.3891
W02,-10,2,1,1,49.2822,56.1574,59.2798,66.3762,66.8807,72.6387,81.0891,86.5253,87.7653,93.0083,50.3998,52.7264,59.8112,68.0205,70.8841,75.2197,77.9441,87.9125,90.7883,91.0982
W02,-9,2,1,1,48.2687,58.1577,60.6561,63.8813,69.0228,71.9278,85.7799,89.3302,90.9489,93.0509,44.9256,62.5957,54.5659,67.0395,67.8628,77.3881,82.2235,85.398,88.8912,93.4656
W02,-8,2,1,1,51.5594,54.7317,60.4069,62.8397,69.8523,79.8043,80.4775,83.0714,91.8974,91.9422,48.6243,57.8185,56.5007,65.5096,69.7325,72.9844,80.1895,91.7325,93.971,95.5462
W02,-7,2,1,1,47.601,57.9878,59.9158,58.6328,73.6202,77.8155,81.593,87.7624,93.6571,96.334,47.7401,53.0468,60.986,61.5489,75.0508,71.1978,83.0162,85.2419,89.3285,96.0064
W02,-6,2,1,1,48.8052,53.0348,59.7739,63.914,70.237,77.5797,80.1127,86.2405,87.1527,98.8602,54.9617,58.7833,59.612,64.8836,70.7403,70.8,78.985,86.0377,90.5773,91.5871
W02,-5,2,1,1,49.0913,56.7599,59.1429,62.4543,71.0277,75.6947,81.1465,87.9812,86.7175,89.9379,46.838,56.9221,61.027,61.148,68.6116,76.6522,80.5204,87.8295,91.9923,96.4502
W02,-4,2,1,1,54.3775,54.9405,60.0028,65.8543,75.0289,79.422,81.131,86.5105,88.2683,93.4483,48.7363,55.7273,55.4262,70.6396,72.0576,74.4387,85.2572,83.7285,94.6992,94.2502
W02,-3,2,1,1,45.8851,56.8229,58.2128,66.9777,72.5573,75.8552,79.2552,83.7183,91.2859,97.7536,54.5061,54.1907,57.0011,70.4062,75.8087,73.5426,77.2211,88.5532,88.2769,97.2045
W02,-2,2,1,1,49.2756,64.1377,59.0753,66.1001,67.6964,79.0964,77.8557,85.0364,93.7259,91.2104,49.5974,52.6309,58.8215,66.8102,65.9548,72.9731,79.1284,82.9899,92.4188,92.0824
W02,-1,2,1,1,48.9284,56.0079,59.4269,63.1768,70.9333,76.5184,76.7354,86.9208,90.2524,98.8372,44.8678,53.3811,57.6186,63.3547,70.104,67.4937,85.0036,84.9307,86.1769,91.4023
W02,0,2,1,1,42.5552,55.6197,59.0145,67.6499,70.859,76.1257,84.4255,84.6282,90.4172,94.9641,53.9869,54.1659,56.3687,60.9369,68.6969,78.877,82.6734,87.4041,89.2458,94.6543
W02,1,2,3,3,49.4727,53.7779,57.7743,61.6957,72.9468,76.3581,86.3215,86.7734,91.2129,93.4845,51.0461,55.8237,61.6933,64.6565,67.6184,73.581,82.1124,82.7175,91.0485,95.6825
W02,2,2,1,1,48.1491,56.9949,56.3917,65.8576,70.2189,75.7141,80.9775,83.7777,94.6457,92.1918,49.7941,50.7848,56.9395,68.9455,67.7532,76.9768,83.4799,82.5593,90.6647,97.7764
W02,3,2,2,2,47.535,55.1444,57.8765,67.5276,70.5192,75.0654,80.1105,88.3458,86.1368,94.2117,52.4019,50.8273,60.8044,63.4257,70.5221,71.3748,79.6646,86.4559,91.505,92.6479
W02,4,2,1,1,48.7962,58.4728,58.5252,62.5899,66.8079,68.3699,82.8821,87.7492,89.8194,94.3324,53.1001,53.7882,59.9257,65.333,66.0066,73.5169,81.7387,80.0082,91.3158,93.3392
W02,5,2,1,1,49.4806,60.3062,58.3284,68.6499,73.6583,78.584,85.4325,83.8765,94.132,97.3619,49.9443,55.2296,61.1137,62.4897,70.2872,76.0726,78.1724,84.0718,90.6673,98.077
W02,6,2,3,3,56.8316,45.5453,54.0384,69.2922,67.1735,72.672,77.3675,82.5759,89.0832,98.9315,49.4395,52.5298,65.2091,62.0691,69.2118,83.0994,83.3844,84.6885,92.9382,94.4106
W02,7,2,1,1,51.027,52.6765,57.6356,64.771,70.9372,75.2298,82.3247,83.0867,88.6648,96.6607,53.5171,56.7381,57.3562,65.8239,67.9348,74.1527,85.3563,83.9661,93.544,94.7863
W02,8,2,1,1,53.207,52.3976,62.4037,65.4146,68.2647,75.4829,79.7628,89.6178,88.9825,95.7746,51.8846,52.4321,58.6867,67.7618,75.4593,71.4324,72.9096,79.9158,84.3739,100.7295
W02,9,2,2,2,50.9727,55.8414,63.1866,67.7536,70.5322,70.1338,74.8838,83.566,90.1284,98.413,56.5551,54.7616,60.1409,63.6678,69.9691,76.7414,74.7892,86.1254,90.2205,96.1801
W02,10,2,1,1,46.4678,58.1878,58.1734,64.605,67.2208,72.7187,81.0852,84.9286,88.1299,96.1971,53.7448,52.6219,56.2723,66.8984,73.802,81.2048,80.3829,82.3164,92.8605,88.1669
W02,11,2,1,1,55.2049,71.5,59.2313,63.5384,88.0,71.2904,81.278,84.8345,83.2395,115.5,49.0101,54.0223,62.0155,60.8955,69.4303,70.5251,85.0477,82.8138,110.0,95.7246
W02,12,2,1,1,48.4494,52.2402,59.7005,65.4589,69.345,75.1316,83.9023,84.6891,89.9213,91.1824,48.267,71.5,63.1004,63.8421,67.876,73.6981,74.3657,82.0176,88.7008,115.5
W02,-12,3,2,2,66.0,56.3773,63.2143,66.1169,68.7146,79.6627,99.0,85.4761,92.1038,88.7276,48.8687,54.1388,62.0334,64.0912,74.8726,79.5106,83.9724,81.139,93.0274,99.3475
W02,-11,3,1,1,52.8327,56.1399,60.0386,66.5313,68.9862,73.8905,72.7738,83.0569,93.9977,89.159,54.0979,54.4561,56.4913,64.9805,72.6435,75.5572,83.4021,89.2425,89.8378,95.5242
W02,-10,3,1,1,44.5264,58.8848,57.158,64.1217,68.1217,76.0131,82.9259,89.702,89.0824,97.2905,48.3346,53.5569,63.2192,73.3631,64.1773,71.4652,79.3404,78.1947,91.1689,91.8545
W02,-9,3,1,1,47.44,53.8172,60.3352,61.6945,71.3272,74.9545,77.5283,83.2504,89.7455,96.6137,45.9919,56.2989,58.6071,69.1392,66.1557,75.6495,85.9666,83.3371,89.8637,91.9232
W02,-8,3,1,1,49.4095,52.7801,55.4668,61.5649,70.2096,72.9842,82.1226,87.3149,95.656,94.4249,47.5121,51.0417,62.9132,69.2173,70.5739,72.6622,77.1171,85.1541,87.6942,98.4617
W02,-7,3,1,1,51.6406,53.4378,59.8084,63.6484,75.9351,71.7886,79.3284,89.5575,85.5944,97.3944,47.6195,57.2747,55.1601,66.3507,65.6623,72.2582,77.3471,85.7084,90.2345,93.9316
W02,-6,3,1,1,51.5319,55.7835,63.1006,59.7717,70.7859,73.468,82.3688,83.5205,90.2517,94.6956,45.9399,56.172,61.7961,66.4788,71.7986,74.27,79.2172,83.4555,95.7412,94.6695
W02,-5,3,1,1,48.435,53.1465,55.7731,66.3848,71.9989,70.2722,81.6769,83.6627,86.7678,89.7399,45.4083,53.4485,60.1598,65.7021,67.7571,79.5337,79.9331,88.2699,88.1075,93.0894
W02,-4,3,3,3,48.2845,56.4455,59.8921,66.3826,68.7712,74.1841,78.1299,86.4962,88.2865,94.0962,52.1699,61.937,61.499,71.1652,65.9458,77.152,78.2337,87.1922,87.3193,100.6501
W02,-3,3,1,1,51.8145,55.4501,57.6826,75.115,65.0808,81.3195,79.4677,83.5998,90.0275,95.6059,49.7957,54.4705,61.9664,64.4648,67.4359,75.387,81.1074,86.6073,85.1944,91.0999
W02,-2,3,1,1,49.9578,51.3361,55.2287,60.1441,67.9303,74.0306,80.3895,83.7328,95.5425,91.0616,51.7845,57.6498,67.8758,66.5381,67.4867,76.1715,85.4753,85.3822,90.8246,96.4819
W02,-1,3,1,1,46.3317,54.5337,59.8656,65.0399,77.8963,76.7548,78.5631,85.8764,93.567,98.9048,48.1737,61.4005,57.5732,63.7966,63.9457,69.87,77.0227,82.7239,90.5162,94.9838
